drug,drug_name,disease,disease_name,indication
DB01223,Aminophylline,C0003578,Apnea,1
DB01223,Aminophylline,C0428977,bradycardia,1
DB01224,quetiapine,C0036341,schizophrenia,1
DB01224,quetiapine,C0005587,"Depression, Bipolar",1
DB01224,quetiapine,C0005586,bipolar disorder,1
DB01225,Enoxaparin,C0149871,deep vein thrombosis (DVT),1
DB01228,Encainide,C0151636,Premature Ventricular Contractions,1
DB01228,Encainide,C0003811,Cardiac Arrhythmia,1
DB01228,Encainide,C0004238,atrial fibrillation (AF),1
DB01228,Encainide,C0004239,Atrial Flutter,1
DB01228,Encainide,C0042514,ventricular tachycardia (VT),1
DB01228,Encainide,C0042510,ventricular fibrillation (VF),1
DB01229,paclitaxel,C0036220,Kaposi sarcoma,1
DB01229,paclitaxel,C0017612,"Glaucoma, Open-Angle",1
DB01229,paclitaxel,C1140680,Malignant Neoplasm Of Ovary,1
DB01229,paclitaxel,C0028840,ocular hypertension,1
DB01229,paclitaxel,C0007131,Non-Small Cell Lung Carcinoma,1
DB01229,paclitaxel,C0020538,Hypertensive disease,1
DB01229,paclitaxel,C0678222,Breast Carcinoma,1
DB01229,paclitaxel,C0006142,Malignant Neoplasm Of Breast,1
DB01229,paclitaxel,C1458155,Mammary Neoplasms,1
DB01229,paclitaxel,C0024121,Lung Neoplasms,1
DB01229,paclitaxel,C0919267,Ovarian Neoplasm,1
DB01231,diphenidol,C0042571,vertigo,1
DB01232,Saquinavir,C0021051,Immunologic Deficiency Syndromes,1
DB01233,metoclopramide,C0017168,gastroesophageal reflux disease (GERD),1
DB01233,metoclopramide,C0152020,gastroparesis,1
DB01233,metoclopramide,C0027497,nausea,1
DB01233,metoclopramide,C0042963,vomiting,1
DB01234,dexamethasone,C0022548,Keloid,1
DB01234,dexamethasone,C0015230,Exanthema,1
DB01234,dexamethasone,C0004096,asthma,1
DB01234,dexamethasone,C0002880,Autoimmune Hemolytic Anemia,1
DB01234,dexamethasone,C2607914,Allergic Rhinitis (Disorder),1
DB01234,dexamethasone,C0002994,angioedema,1
DB01234,dexamethasone,C0026948,Mycosis Fungoides,1
DB01234,dexamethasone,C0021390,inflammatory bowel disease,1
DB01234,dexamethasone,C0015397,Disorder of eye,1
DB01234,dexamethasone,C0022073,Iridocyclitis,1
DB01234,dexamethasone,C0038013,ankylosing spondylitis,1
DB01234,dexamethasone,C0024138,"Lupus Erythematosus, Discoid",1
DB01234,dexamethasone,C0010346,Crohn's disease,1
DB01234,dexamethasone,C0001403,Addison's disease,1
DB01234,dexamethasone,C0014742,Erythema Multiforme,1
DB01234,dexamethasone,C0011615,"Dermatitis, Atopic",1
DB01234,dexamethasone,C0010043,Corneal Ulcer,1
DB01234,dexamethasone,C0019829,Hodgkin's lymphoma,1
DB01234,dexamethasone,C0036830,Serum Sickness,1
DB01234,dexamethasone,C0011606,Exfoliative Dermatitis,1
DB01234,dexamethasone,C0033860,psoriasis,1
DB01234,dexamethasone,C0006114,Cerebral Edema,1
DB01234,dexamethasone,C0036508,seborrheic dermatitis,1
DB01234,dexamethasone,C0005138,Berylliosis,1
DB01234,dexamethasone,C0003873,rheumatoid arthritis,1
DB01234,dexamethasone,C0036202,Sarcoidosis,1
DB01234,dexamethasone,C0040147,thyroiditis,1
DB01234,dexamethasone,C0026764,multiple myeloma,1
DB01234,dexamethasone,C0024301,follicular lymphoma,1
DB01234,dexamethasone,C0011616,contact dermatitis,1
DB01234,dexamethasone,C0037274,Dermatologic disorders,1
DB01234,dexamethasone,C0024305,non-Hodgkin lymphoma (NHL),1
DB01234,dexamethasone,C0030807,Pemphigus,1
DB01234,dexamethasone,C0023449,Acute Lymphocytic Leukemia,1
DB01234,dexamethasone,C0002875,Cooley's anemia,1
DB01234,dexamethasone,C0022568,Keratitis,1
DB01234,dexamethasone,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB01234,dexamethasone,C0026769,multiple sclerosis,1
DB01234,dexamethasone,C0035854,rosacea,1
DB01234,dexamethasone,C0024141,"Lupus Erythematosus, Systemic",1
DB01234,dexamethasone,C1260899,"Anemia, Diamond-Blackfan",1
DB01234,dexamethasone,C0003868,"Arthritis, Gouty",1
DB01234,dexamethasone,C0027726,nephrotic syndrome,1
DB01234,dexamethasone,C0023052,Laryngeal Edema,1
DB01234,dexamethasone,C0003872,psoriatic arthritis,1
DB01234,dexamethasone,C0042164,Uveitis,1
DB01234,dexamethasone,C0079744,Diffuse Large B-Cell Lymphoma,1
DB01234,dexamethasone,C0006413,Burkitt's lymphoma,1
DB01234,dexamethasone,C0405580,Adrenal Cortical Hypofunction,1
DB01234,dexamethasone,C0013604,edema,1
DB01234,dexamethasone,C0847614,Allergy; Nasal,1
DB01234,dexamethasone,C0020517,Hypersensitivity,1
DB01234,dexamethasone,C2718128,Nasal Inflammation,1
DB01234,dexamethasone,C1527311,Brain Edema,1
DB01234,dexamethasone,C0035457,"Rhinitis, Allergic, Perennial",1
DB01234,dexamethasone,C0036983,Septic Shock,1
DB01234,dexamethasone,C0702166,Acne,1
DB01234,dexamethasone,C0020437,hypercalcemia,1
DB01234,dexamethasone,C0029408,osteoarthritis,1
DB01234,dexamethasone,C0009324,ulcerative colitis,1
DB01234,dexamethasone,C0002871,anemia,1
DB01234,dexamethasone,C0014335,enteritis,1
DB01235,levodopa,C0242422,Parkinsonian Disorders,1
DB01235,levodopa,C0030567,Parkinson's Disease,1
DB01235,levodopa,C0030569,Secondary Parkinson Disease,1
DB01235,levodopa,C0013384,Dyskinetic Syndrome,1
DB01237,Bromodiphenhydramine,C0010200,Coughing,1
DB01237,Bromodiphenhydramine,C0027424,Nasal congestion (finding),1
DB01237,Bromodiphenhydramine,C0018621,Hay Fever,1
DB01237,Bromodiphenhydramine,C0020517,Hypersensitivity,1
DB01237,Bromodiphenhydramine,C0035457,"Rhinitis, Allergic, Perennial",1
DB01237,Bromodiphenhydramine,C0021603,Sleep Initiation And Maintenance Disorders,1
DB01237,Bromodiphenhydramine,C0042109,urticaria,1
DB01238,aripiprazole,C0004352,Autistic Disorder,1
DB01238,aripiprazole,C0036341,schizophrenia,1
DB01238,aripiprazole,C0005586,bipolar disorder,1
DB01239,chlorprothixene,C0036341,schizophrenia,1
DB01239,chlorprothixene,C0005586,bipolar disorder,1
DB01240,epoprostenol,C2973725,pulmonary arterial hypertension (PAH),1
DB01240,epoprostenol,C0020542,Pulmonary Hypertension,1
DB01240,epoprostenol,C0010200,Coughing,1
DB01240,epoprostenol,C0027424,Nasal congestion (finding),1
DB01240,epoprostenol,C2607914,Allergic Rhinitis (Disorder),1
DB01240,epoprostenol,C0035455,Rhinitis,1
DB01240,epoprostenol,C0011644,scleroderma,1
DB01240,epoprostenol,C0003850,arteriosclerosis,1
DB01240,epoprostenol,C0034150,Purpura,1
DB01240,epoprostenol,C0035222,"Respiratory Distress Syndrome, Adult",1
DB01240,epoprostenol,C0036421,Systemic Scleroderma,1
DB01240,epoprostenol,C0040053,thrombosis,1
DB01241,gemfibrozil,C0020557,hypertriglyceridemia,1
DB01241,gemfibrozil,C0020473,hyperlipidemia,1
DB01241,gemfibrozil,C0020480,Hyperlipoproteinemia Type Iv,1
DB01241,gemfibrozil,C0020481,Hyperlipoproteinemia Type V,1
DB01241,gemfibrozil,C0030305,pancreatitis,1
DB01241,gemfibrozil,C0020443,hypercholesterolemia,1
DB01241,gemfibrozil,C0020476,Hyperlipoproteinemias,1
DB01241,gemfibrozil,C0010068,coronary heart disease,1
DB01242,clomipramine,C0028768,obsessive compulsive disorder (OCD),1
DB01242,clomipramine,C0150055,chronic pain,1
DB01242,clomipramine,C0027404,narcolepsy,1
DB01243,chloroxine,C0036508,seborrheic dermatitis,1
DB01243,chloroxine,C0014356,Enterocolitis,1
DB01243,chloroxine,C0011991,diarrhea,1
DB01243,chloroxine,C0021390,inflammatory bowel disease,1
DB01244,bepridil,C0002962,angina pectoris,1
DB01244,bepridil,C0003811,Cardiac Arrhythmia,1
DB01246,Trimeprazine,C2607914,Allergic Rhinitis (Disorder),1
DB01246,Trimeprazine,C0002994,angioedema,1
DB01246,Trimeprazine,C0027424,Nasal congestion (finding),1
DB01246,Trimeprazine,C0343065,Symptomatic Dermographism,1
DB01246,Trimeprazine,C0042109,urticaria,1
DB01246,Trimeprazine,C0033774,Pruritus,1
DB01246,Trimeprazine,C0162820,"Dermatitis, Allergic Contact",1
DB01246,Trimeprazine,C0011615,"Dermatitis, Atopic",1
DB01246,Trimeprazine,C0035457,"Rhinitis, Allergic, Perennial",1
DB01247,isocarboxazid,C1269683,Major Depressive Disorder,1
DB01248,docetaxel,C0278996,Cancer Of Head And Neck,1
DB01248,docetaxel,C0678222,Breast Carcinoma,1
DB01248,docetaxel,C0007131,Non-Small Cell Lung Carcinoma,1
DB01248,docetaxel,C0376358,Malignant Neoplasm Of Prostate,1
DB01248,docetaxel,C1458155,Mammary Neoplasms,1
DB01248,docetaxel,C0018671,Head And Neck Neoplasms,1
DB01248,docetaxel,C0025202,melanoma,1
DB01248,docetaxel,C0919267,Ovarian Neoplasm,1
DB01248,docetaxel,C0030297,Pancreatic Neoplasm,1
DB01248,docetaxel,C0038356,Stomach Neoplasms,1
DB01248,docetaxel,C1168401,head and neck squamous cell carcinoma (HNSCC),1
DB01250,olsalazine,C0009324,ulcerative colitis,1
DB01250,olsalazine,C0014356,Enterocolitis,1
DB01251,gliquidone,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB01251,gliquidone,C0020456,hyperglycemia,1
DB01251,gliquidone,C0011849,diabetes mellitus,1
DB01252,mitiglinide,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB01252,mitiglinide,C0011849,diabetes mellitus,1
DB01253,ergonovine,C0149931,Migraine Disorders,1
DB01254,dasatinib,C1960397,Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia,1
DB01254,dasatinib,C0005699,Blast Phase,1
DB01254,dasatinib,C0023472,"Leukemia, Myeloid, Accelerated Phase",1
DB01254,dasatinib,C0023473,chronic myeloid leukemia (CML),1
DB01255,Lisdexamfetamine,C1263846,attention-deficit/hyperactivity disorder (ADHD),1
DB01257,Eculizumab,C0024790,Paroxysmal Nocturnal Hemoglobinuria,1
DB01257,Eculizumab,C0019054,Hemolysis (Disorder),1
DB01260,desonide,C0036508,seborrheic dermatitis,1
DB01260,desonide,C0010346,Crohn's disease,1
DB01260,desonide,C0079773,cutaneous T-cell lymphoma (CTCL),1
DB01260,desonide,C2607914,Allergic Rhinitis (Disorder),1
DB01260,desonide,C0015230,Exanthema,1
DB01260,desonide,C0024138,"Lupus Erythematosus, Discoid",1
DB01260,desonide,C0011616,contact dermatitis,1
DB01260,desonide,C0004096,asthma,1
DB01260,desonide,C0011615,"Dermatitis, Atopic",1
DB01260,desonide,C0015456,Facial Dermatoses,1
DB01261,sitagliptin,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
